lr-SGD,epoch,train_loss,step
,1,0.1487792581319809,4849
0.005,,,4899
,1,0.8771968483924866,4899
0.005,,,4949
,1,0.03825737535953522,4949
0.005,,,4999
,1,0.26871445775032043,4999
0.005,,,5049
,1,0.2697274088859558,5049
0.005,,,5099
,1,0.11586616188287735,5099
0.005,,,5149
,1,0.11291130632162094,5149
0.005,,,5199
,1,0.24040932953357697,5199
0.005,,,5249
,1,0.23685255646705627,5249
0.005,,,5299
,1,0.044601235538721085,5299
0.005,,,5349
,1,0.24180914461612701,5349
0.005,,,5399
,1,0.4305357038974762,5399
0.005,,,5449
,1,0.34370914101600647,5449
0.005,,,5499
,1,0.26178961992263794,5499
0.005,,,5549
,1,0.7352783679962158,5549
0.005,,,5599
,1,0.6961744427680969,5599
0.005,,,5649
,1,0.09988044202327728,5649
0.005,,,5699
,1,0.2080335021018982,5699
0.005,,,5749
,1,0.1459614634513855,5749
0.005,,,5799
,1,0.46423104405403137,5799
0.005,,,5849
,1,0.6141766905784607,5849
0.005,,,5899
,1,0.35773319005966187,5899
0.005,,,5949
,1,0.5155107975006104,5949
0.005,,,5999
,1,0.3797360360622406,5999
0.005,,,6049
,1,0.2853492796421051,6049
0.005,,,6099
,1,0.23826435208320618,6099
0.005,,,6149
,1,0.09747239202260971,6149
0.005,,,6199
,1,0.24573493003845215,6199
0.005,,,6249
,1,0.5779262185096741,6249
0.005,,,6299
,1,0.45212629437446594,6299
0.005,,,6349
,1,0.18679289519786835,6349
0.005,,,6399
,1,0.5581222176551819,6399
0.005,,,6449
,1,0.6339086294174194,6449
0.005,,,6499
,1,0.31878170371055603,6499
0.005,,,6549
,1,0.362985759973526,6549
0.005,,,6599
,1,0.4326358735561371,6599
0.005,,,6649
,1,0.12490806728601456,6649
0.005,,,6699
,1,0.427506685256958,6699
0.005,,,6749
,1,0.4615710377693176,6749
0.005,,,6799
,1,0.572501003742218,6799
0.005,,,6849
,1,0.1840479075908661,6849
0.005,,,6899
,1,0.19223999977111816,6899
0.005,,,6949
,1,0.16968463361263275,6949
0.005,,,6999
,1,0.19850009679794312,6999
0.005,,,7049
,1,0.4434489905834198,7049
0.005,,,7099
,1,0.13883458077907562,7099
0.005,,,7149
,1,0.08600378781557083,7149
0.005,,,7199
,1,0.5229065418243408,7199
0.005,,,7249
,1,0.13501869142055511,7249
0.005,,,7299
,1,0.15979768335819244,7299
0.005,,,7349
,1,0.10632600635290146,7349
0.005,,,7399
,1,0.14170204102993011,7399
0.005,,,7449
,1,0.8827582597732544,7449
0.005,,,7499
,1,0.14022228121757507,7499
0.005,,,7549
,2,0.4469386637210846,7549
0.005,,,7599
,2,0.49632394313812256,7599
0.005,,,7649
,2,0.4246523380279541,7649
0.005,,,7699
,2,0.15761719644069672,7699
0.005,,,7749
,2,0.18413376808166504,7749
0.005,,,7799
,2,0.20568688213825226,7799
0.005,,,7849
,2,0.42928242683410645,7849
0.005,,,7899
,2,0.278516948223114,7899
0.005,,,7949
,2,0.420896053314209,7949
0.005,,,7999
,2,0.18468976020812988,7999
0.005,,,8049
,2,0.30733248591423035,8049
0.005,,,8099
,2,0.10714084655046463,8099
0.005,,,8149
,2,0.10702284425497055,8149
0.005,,,8199
,2,0.20475177466869354,8199
0.005,,,8249
,2,0.6141546368598938,8249
0.005,,,8299
,2,0.3340078890323639,8299
0.005,,,8349
,2,0.22196809947490692,8349
0.005,,,8399
,2,0.11196547746658325,8399
0.005,,,8449
,2,0.3129728138446808,8449
0.005,,,8499
,2,0.20161467790603638,8499
0.005,,,8549
,2,0.7521381378173828,8549
0.005,,,8599
,2,0.10642591118812561,8599
0.005,,,8649
,2,0.827898383140564,8649
0.005,,,8699
,2,0.03767676278948784,8699
0.005,,,8749
,2,0.30876797437667847,8749
0.005,,,8799
,2,0.28903648257255554,8799
0.005,,,8849
,2,0.04285559430718422,8849
0.005,,,8899
,2,0.1633608490228653,8899
0.005,,,8949
,2,0.20561613142490387,8949
0.005,,,8999
,2,0.14639122784137726,8999
0.005,,,9049
,2,0.026238929480314255,9049
0.005,,,9099
,2,0.18888649344444275,9099
0.005,,,9149
,2,0.32392483949661255,9149
0.005,,,9199
,2,0.2763218283653259,9199
0.005,,,9249
,2,0.26572921872138977,9249
0.005,,,9299
,2,0.7004855275154114,9299
0.005,,,9349
,2,0.6575608253479004,9349
0.005,,,9399
,2,0.10185401141643524,9399
0.005,,,9449
,2,0.17523983120918274,9449
0.005,,,9499
,2,0.16008605062961578,9499
0.005,,,9549
,2,0.43945491313934326,9549
0.005,,,9599
,2,0.6509721875190735,9599
0.005,,,9649
,2,0.3290978670120239,9649
0.005,,,9699
,2,0.3657115697860718,9699
0.005,,,9749
,2,0.4327102303504944,9749
0.005,,,9799
,2,0.3580893576145172,9799
0.005,,,9849
,2,0.1882263571023941,9849
0.005,,,9899
,2,0.08035172522068024,9899
0.005,,,9949
,2,0.2575663924217224,9949
0.005,,,9999
,2,0.4417446553707123,9999
0.005,,,10049
,2,0.37627872824668884,10049
0.005,,,10099
,2,0.16690929234027863,10099
0.005,,,10149
,2,0.5759508013725281,10149
0.005,,,10199
,2,0.5794074535369873,10199
0.005,,,10249
,2,0.3921389877796173,10249
0.005,,,10299
,2,0.3903762102127075,10299
0.005,,,10349
,2,0.4437406063079834,10349
0.005,,,10399
,2,0.08517314493656158,10399
0.005,,,10449
,2,0.3483591079711914,10449
0.005,,,10499
,2,0.4060607850551605,10499
0.005,,,10549
,2,0.569679319858551,10549
0.005,,,10599
,2,0.1909172385931015,10599
0.005,,,10649
,2,0.16359877586364746,10649
0.005,,,10699
,2,0.14897069334983826,10699
0.005,,,10749
,2,0.16806451976299286,10749
0.005,,,10799
,2,0.27041149139404297,10799
0.005,,,10849
,2,0.12164874374866486,10849
0.005,,,10899
,2,0.07701662182807922,10899
0.005,,,10949
,2,0.6122214198112488,10949
0.005,,,10999
,2,0.0899299830198288,10999
0.005,,,11049
,2,0.13374127447605133,11049
0.005,,,11099
,2,0.13614703714847565,11099
0.005,,,11149
,2,0.17416071891784668,11149
0.005,,,11199
,2,0.848626434803009,11199
0.005,,,11249
,2,0.12453772872686386,11249
0.005,,,11299
,3,0.49182066321372986,11299
0.005,,,11349
,3,0.42435696721076965,11349
0.005,,,11399
,3,0.43494150042533875,11399
0.005,,,11449
,3,0.0991925597190857,11449
0.005,,,11499
,3,0.1267111599445343,11499
0.005,,,11549
,3,0.148048996925354,11549
0.005,,,11599
,3,0.36895284056663513,11599
0.005,,,11649
,3,0.11334674060344696,11649
0.005,,,11699
,3,0.3235890865325928,11699
0.005,,,11749
,3,0.15805965662002563,11749
0.005,,,11799
,3,0.2961809039115906,11799
0.005,,,11849
,3,0.1417609453201294,11849
0.005,,,11899
,3,0.1191820427775383,11899
0.005,,,11949
,3,0.1490488499403,11949
0.005,,,11999
,3,0.5221061110496521,11999
0.005,,,12049
,3,0.31577223539352417,12049
0.005,,,12099
,3,0.26511332392692566,12099
0.005,,,12149
,3,0.13723702728748322,12149
0.005,,,12199
,3,0.43496736884117126,12199
0.005,,,12249
,3,0.19906170666217804,12249
0.005,,,12299
,3,0.6240663528442383,12299
0.005,,,12349
,3,0.11331713944673538,12349
0.005,,,12399
,3,0.8448867797851562,12399
0.005,,,12449
,3,0.05655980482697487,12449
0.005,,,12499
,3,0.23677508533000946,12499
0.005,,,12549
,3,0.23011305928230286,12549
0.005,,,12599
,3,0.03323020786046982,12599
0.005,,,12649
,3,0.1273314207792282,12649
0.005,,,12699
,3,0.23634842038154602,12699
0.005,,,12749
,3,0.14257287979125977,12749
0.005,,,12799
,3,0.022279687225818634,12799
0.005,,,12849
,3,0.17532886564731598,12849
0.005,,,12899
,3,0.34253403544425964,12899
0.005,,,12949
,3,0.2544671595096588,12949
0.005,,,12999
,3,0.3001231849193573,12999
0.005,,,13049
,3,0.5104765295982361,13049
0.005,,,13099
,3,0.6182207465171814,13099
0.005,,,13149
,3,0.0875926986336708,13149
0.005,,,13199
,3,0.1616027057170868,13199
0.005,,,13249
,3,0.15928712487220764,13249
0.005,,,13299
,3,0.4314378798007965,13299
0.005,,,13349
,3,0.5441135168075562,13349
0.005,,,13399
,3,0.323814332485199,13399
0.005,,,13449
,3,0.2547489404678345,13449
0.005,,,13499
,3,0.4288071095943451,13499
0.005,,,13549
,3,0.26851147413253784,13549
0.005,,,13599
,3,0.16657567024230957,13599
0.005,,,13649
,3,0.10334869474172592,13649
0.005,,,13699
,3,0.2544502913951874,13699
0.005,,,13749
,3,0.38602936267852783,13749
0.005,,,13799
,3,0.32876065373420715,13799
0.005,,,13849
,3,0.13468408584594727,13849
0.005,,,13899
,3,0.5927774906158447,13899
0.005,,,13949
,3,0.4995080828666687,13949
0.005,,,13999
,3,0.2915860712528229,13999
0.005,,,14049
,3,0.3843482434749603,14049
0.005,,,14099
,3,0.42934611439704895,14099
0.005,,,14149
,3,0.053281139582395554,14149
0.005,,,14199
,3,0.3727087378501892,14199
0.005,,,14249
,3,0.3958296477794647,14249
0.005,,,14299
,3,0.6311463713645935,14299
0.005,,,14349
,3,0.1930696964263916,14349
0.005,,,14399
,3,0.2217331826686859,14399
0.005,,,14449
,3,0.13429449498653412,14449
0.005,,,14499
,3,0.11929092556238174,14499
0.005,,,14549
,3,0.2513461112976074,14549
0.005,,,14599
,3,0.11540854722261429,14599
0.005,,,14649
,3,0.0877242311835289,14649
0.005,,,14699
,3,0.5876443386077881,14699
0.005,,,14749
,3,0.0989055410027504,14749
0.005,,,14799
,3,0.06696871668100357,14799
0.005,,,14849
,3,0.22273123264312744,14849
0.005,,,14899
,3,0.1270287036895752,14899
0.005,,,14949
,3,0.7258647084236145,14949
0.005,,,14999
,3,0.13047535717487335,14999
0.005,,,15049
,4,0.4016116261482239,15049
0.005,,,15099
,4,0.43748417496681213,15099
0.005,,,15149
,4,0.390826553106308,15149
0.005,,,15199
,4,0.08663518726825714,15199
0.005,,,15249
,4,0.08832865953445435,15249
0.005,,,15299
,4,0.15932567417621613,15299
0.005,,,15349
,4,0.26369526982307434,15349
0.005,,,15399
,4,0.029284954071044922,15399
0.005,,,15449
,4,0.37660685181617737,15449
0.005,,,15499
,4,0.15448257327079773,15499
0.005,,,15549
,4,0.2581946849822998,15549
0.005,,,15599
,4,0.16626031696796417,15599
0.005,,,15649
,4,0.12042054533958435,15649
0.005,,,15699
,4,0.15504053235054016,15699
0.005,,,15749
,4,0.4760899841785431,15749
0.005,,,15799
,4,0.275483638048172,15799
0.005,,,15849
,4,0.18525847792625427,15849
0.005,,,15899
,4,0.08669953048229218,15899
0.005,,,15949
,4,0.3365306556224823,15949
0.005,,,15999
,4,0.1842193305492401,15999
0.005,,,16049
,4,0.44733721017837524,16049
0.005,,,16099
,4,0.06303991377353668,16099
0.005,,,16149
,4,0.772348165512085,16149
0.005,,,16199
,4,0.058585524559020996,16199
0.005,,,16249
,4,0.1764005869626999,16249
0.005,,,16299
,4,0.2236122041940689,16299
0.005,,,16349
,4,0.0328749343752861,16349
0.005,,,16399
,4,0.11885403841733932,16399
0.005,,,16449
,4,0.20186275243759155,16449
0.005,,,16499
,4,0.13368375599384308,16499
0.005,,,16549
,4,0.018489718437194824,16549
0.005,,,16599
,4,0.16961608827114105,16599
0.005,,,16649
,4,0.35959404706954956,16649
0.005,,,16699
,4,0.2352234572172165,16699
0.005,,,16749
,4,0.3216545879840851,16749
0.005,,,16799
,4,0.5148881673812866,16799
0.005,,,16849
,4,0.5632915496826172,16849
0.005,,,16899
,4,0.06715337932109833,16899
0.005,,,16949
,4,0.15353065729141235,16949
0.005,,,16999
,4,0.1488037109375,16999
0.005,,,17049
,4,0.3554311990737915,17049
0.005,,,17099
,4,0.48499611020088196,17099
0.005,,,17149
,4,0.27311864495277405,17149
0.005,,,17199
,4,0.24372598528862,17199
0.005,,,17249
,4,0.3314174711704254,17249
0.005,,,17299
,4,0.35563403367996216,17299
0.005,,,17349
,4,0.1480838507413864,17349
0.005,,,17399
,4,0.08839414268732071,17399
0.005,,,17449
,4,0.14959688484668732,17449
0.005,,,17499
,4,0.3990083336830139,17499
0.005,,,17549
,4,0.3287205398082733,17549
0.005,,,17599
,4,0.13186855614185333,17599
0.005,,,17649
,4,0.6063008904457092,17649
0.005,,,17699
,4,0.6235110759735107,17699
0.005,,,17749
,4,0.21278612315654755,17749
0.005,,,17799
,4,0.3350529968738556,17799
0.005,,,17849
,4,0.3623594045639038,17849
0.005,,,17899
,4,0.04949965700507164,17899
0.005,,,17949
,4,0.3723090887069702,17949
0.005,,,17999
,4,0.3734144866466522,17999
0.005,,,18049
,4,0.535994827747345,18049
0.005,,,18099
,4,0.22187301516532898,18099
0.005,,,18149
,4,0.2347041815519333,18149
0.005,,,18199
,4,0.1311066597700119,18199
0.005,,,18249
,4,0.08052077889442444,18249
0.005,,,18299
,4,0.2605448365211487,18299
0.005,,,18349
,4,0.13142819702625275,18349
0.005,,,18399
,4,0.0777907744050026,18399
0.005,,,18449
,4,0.5204460620880127,18449
0.005,,,18499
,4,0.06728623062372208,18499
0.005,,,18549
,4,0.07075359672307968,18549
0.005,,,18599
,4,0.1427784115076065,18599
0.005,,,18649
,4,0.1686585247516632,18649
0.005,,,18699
,4,0.6443910002708435,18699
0.005,,,18749
,4,0.0850309506058693,18749
0.005,,,18799
,5,0.1116945892572403,18799
0.005,,,18849
,5,0.3277028501033783,18849
0.005,,,18899
,5,0.42865049839019775,18899
0.005,,,18949
,5,0.0636829137802124,18949
0.005,,,18999
,5,0.06501127779483795,18999
0.005,,,19049
,5,0.18466609716415405,19049
0.005,,,19099
,5,0.2905642092227936,19099
0.005,,,19149
,5,0.06807658821344376,19149
0.005,,,19199
,5,0.4358804523944855,19199
0.005,,,19249
,5,0.11525055766105652,19249
0.005,,,19299
,5,0.2957480847835541,19299
0.005,,,19349
,5,0.14961455762386322,19349
0.005,,,19399
,5,0.11698558926582336,19399
0.005,,,19449
,5,0.16707773506641388,19449
0.005,,,19499
,5,0.4969799220561981,19499
0.005,,,19549
,5,0.25836074352264404,19549
0.005,,,19599
,5,0.16120977699756622,19599
0.005,,,19649
,5,0.12462403625249863,19649
0.005,,,19699
,5,0.3459218740463257,19699
0.005,,,19749
,5,0.2375011295080185,19749
0.005,,,19799
,5,0.45910125970840454,19799
0.005,,,19849
,5,0.0820559561252594,19849
0.005,,,19899
,5,0.6048164963722229,19899
0.005,,,19949
,5,0.06745274364948273,19949
0.005,,,19999
,5,0.23917441070079803,19999
0.005,,,20049
,5,0.22980208694934845,20049
0.005,,,20099
,5,0.02217927761375904,20099
0.005,,,20149
,5,0.10244588553905487,20149
0.005,,,20199
,5,0.15840651094913483,20199
0.005,,,20249
,5,0.11667962372303009,20249
0.005,,,20299
,5,0.01066296175122261,20299
0.005,,,20349
,5,0.1496368795633316,20349
0.005,,,20399
,5,0.2912657558917999,20399
0.005,,,20449
,5,0.21843492984771729,20449
0.005,,,20499
,5,0.2886669337749481,20499
0.005,,,20549
,5,0.4420711398124695,20549
0.005,,,20599
,5,0.5621429085731506,20599
0.005,,,20649
,5,0.07024472951889038,20649
0.005,,,20699
,5,0.13767284154891968,20699
0.005,,,20749
,5,0.1607235074043274,20749
0.005,,,20799
,5,0.3026340901851654,20799
0.005,,,20849
,5,0.567446231842041,20849
0.005,,,20899
,5,0.2708788514137268,20899
0.005,,,20949
,5,0.22314202785491943,20949
0.005,,,20999
,5,0.40795183181762695,20999
0.005,,,21049
,5,0.24547183513641357,21049
0.005,,,21099
,5,0.15988551080226898,21099
0.005,,,21149
,5,0.13283106684684753,21149
0.005,,,21199
,5,0.14752309024333954,21199
0.005,,,21249
,5,0.34427616000175476,21249
0.005,,,21299
,5,0.28057897090911865,21299
0.005,,,21349
,5,0.18669436872005463,21349
0.005,,,21399
,5,0.6165106296539307,21399
0.005,,,21449
,5,0.6380511522293091,21449
0.005,,,21499
,5,0.19844675064086914,21499
0.005,,,21549
,5,0.35805022716522217,21549
0.005,,,21599
,5,0.3434005677700043,21599
0.005,,,21649
,5,0.06019223481416702,21649
0.005,,,21699
,5,0.4684754014015198,21699
0.005,,,21749
,5,0.3707711696624756,21749
0.005,,,21799
,5,0.5073559284210205,21799
0.005,,,21849
,5,0.29163068532943726,21849
0.005,,,21899
,5,0.21052111685276031,21899
0.005,,,21949
,5,0.16720272600650787,21949
0.005,,,21999
,5,0.08475361764431,21999
0.005,,,22049
,5,0.21231761574745178,22049
0.005,,,22099
,5,0.12098297476768494,22099
0.005,,,22149
,5,0.06123298406600952,22149
0.005,,,22199
,5,0.5280330181121826,22199
0.005,,,22249
,5,0.11419235169887543,22249
0.005,,,22299
,5,0.05414723604917526,22299
0.005,,,22349
,5,0.1294221431016922,22349
0.005,,,22399
,5,0.11770797520875931,22399
0.005,,,22449
,5,0.6998240351676941,22449
0.005,,,22499
,5,0.10925449430942535,22499
0.005,,,22549
,6,0.20322208106517792,22549
0.005,,,22599
,6,0.26947179436683655,22599
0.005,,,22649
,6,0.47260525822639465,22649
0.005,,,22699
,6,0.10179326683282852,22699
0.005,,,22749
,6,0.040134645998477936,22749
0.005,,,22799
,6,0.16869863867759705,22799
0.005,,,22849
,6,0.23648832738399506,22849
0.005,,,22899
,6,0.04718662425875664,22899
0.005,,,22949
,6,0.38018643856048584,22949
0.005,,,22999
,6,0.09953635931015015,22999
0.005,,,23049
,6,0.34525781869888306,23049
0.005,,,23099
,6,0.1270420402288437,23099
0.005,,,23149
,6,0.10886454582214355,23149
0.005,,,23199
,6,0.11167126893997192,23199
0.005,,,23249
,6,0.26137417554855347,23249
0.005,,,23299
,6,0.23429672420024872,23299
0.005,,,23349
,6,0.1266898363828659,23349
0.005,,,23399
,6,0.1156802698969841,23399
0.005,,,23449
,6,0.3287683427333832,23449
0.005,,,23499
,6,0.17333410680294037,23499
0.005,,,23549
,6,0.39385008811950684,23549
0.005,,,23599
,6,0.021526189520955086,23599
0.005,,,23649
,6,0.8431907296180725,23649
0.005,,,23699
,6,0.06577140092849731,23699
0.005,,,23749
,6,0.2137022614479065,23749
0.005,,,23799
,6,0.13442489504814148,23799
0.005,,,23849
,6,0.029060855507850647,23849
0.005,,,23899
,6,0.17502595484256744,23899
0.005,,,23949
,6,0.1902153044939041,23949
0.005,,,23999
,6,0.11686452478170395,23999
0.005,,,24049
,6,0.008664974942803383,24049
0.005,,,24099
,6,0.1768101453781128,24099
0.005,,,24149
,6,0.24647195637226105,24149
0.005,,,24199
,6,0.1649637073278427,24199
0.005,,,24249
,6,0.24833281338214874,24249
0.005,,,24299
,6,0.5155372619628906,24299
0.005,,,24349
,6,0.5279784798622131,24349
0.005,,,24399
,6,0.09346737712621689,24399
0.005,,,24449
,6,0.1304466426372528,24449
0.005,,,24499
,6,0.13561828434467316,24499
0.005,,,24549
,6,0.26799383759498596,24549
0.005,,,24599
,6,0.5549415349960327,24599
0.005,,,24649
,6,0.20404253900051117,24649
0.005,,,24699
,6,0.3092803359031677,24699
0.005,,,24749
,6,0.355525404214859,24749
0.005,,,24799
,6,0.3009727895259857,24799
0.005,,,24849
,6,0.23106995224952698,24849
0.005,,,24899
,6,0.09432864934206009,24899
0.005,,,24949
,6,0.11798505485057831,24949
0.005,,,24999
,6,0.37962067127227783,24999
0.005,,,25049
,6,0.2670455873012543,25049
0.005,,,25099
,6,0.11073176562786102,25099
0.005,,,25149
,6,0.4717271029949188,25149
0.005,,,25199
,6,0.6613549590110779,25199
0.005,,,25249
,6,0.2648545503616333,25249
0.005,,,25299
,6,0.40157681703567505,25299
0.005,,,25349
,6,0.377678245306015,25349
0.005,,,25399
,6,0.050490643829107285,25399
0.005,,,25449
,6,0.5439173579216003,25449
0.005,,,25499
,6,0.422908216714859,25499
0.005,,,25549
,6,0.6602364778518677,25549
0.005,,,25599
,6,0.2364320456981659,25599
0.005,,,25649
,6,0.26432934403419495,25649
0.005,,,25699
,6,0.1067449226975441,25699
0.005,,,25749
,6,0.10520809143781662,25749
0.005,,,25799
,6,0.19405317306518555,25799
0.005,,,25849
,6,0.0957309901714325,25849
0.005,,,25899
,6,0.0740152895450592,25899
0.005,,,25949
,6,0.572993278503418,25949
0.005,,,25999
,6,0.05435572937130928,25999
0.005,,,26049
,6,0.06839007139205933,26049
0.005,,,26099
,6,0.10289401561021805,26099
0.005,,,26149
,6,0.13057614862918854,26149
0.005,,,26199
,6,0.5586062669754028,26199
0.005,,,26249
,6,0.16257719695568085,26249
0.005,,,26299
,7,0.14409023523330688,26299
0.005,,,26349
,7,0.30340203642845154,26349
0.005,,,26399
,7,0.42796432971954346,26399
0.005,,,26449
,7,0.08092615008354187,26449
0.005,,,26499
,7,0.050704751163721085,26499
0.005,,,26549
,7,0.14164520800113678,26549
0.005,,,26599
,7,0.2649708688259125,26599
0.005,,,26649
,7,0.08030691742897034,26649
0.005,,,26699
,7,0.44290897250175476,26699
0.005,,,26749
,7,0.10480117797851562,26749
0.005,,,26799
,7,0.29584938287734985,26799
0.005,,,26849
,7,0.12983214855194092,26849
0.005,,,26899
,7,0.08627863973379135,26899
0.005,,,26949
,7,0.10169689357280731,26949
0.005,,,26999
,7,0.2639325261116028,26999
0.005,,,27049
,7,0.228943333029747,27049
0.005,,,27099
,7,0.09762433171272278,27099
0.005,,,27149
,7,0.08595389872789383,27149
0.005,,,27199
,7,0.27530887722969055,27199
0.005,,,27249
,7,0.17582553625106812,27249
0.005,,,27299
,7,0.40031951665878296,27299
0.005,,,27349
,7,0.05449483171105385,27349
0.005,,,27399
,7,0.7119976878166199,27399
0.005,,,27449
,7,0.06010429933667183,27449
0.005,,,27499
,7,0.22217720746994019,27499
0.005,,,27549
,7,0.16886018216609955,27549
0.005,,,27599
,7,0.020360978320240974,27599
0.005,,,27649
,7,0.10977375507354736,27649
0.005,,,27699
,7,0.15678271651268005,27699
0.005,,,27749
,7,0.10797546803951263,27749
0.005,,,27799
,7,0.031006155535578728,27799
0.005,,,27849
,7,0.08278468996286392,27849
0.005,,,27899
,7,0.2624216377735138,27899
0.005,,,27949
,7,0.18486818671226501,27949
0.005,,,27999
,7,0.27258753776550293,27999
0.005,,,28049
,7,0.47425103187561035,28049
0.005,,,28099
,7,0.40285325050354004,28099
0.005,,,28149
,7,0.06612613052129745,28149
0.005,,,28199
,7,0.1583596169948578,28199
0.005,,,28249
,7,0.1419542282819748,28249
0.005,,,28299
,7,0.30213817954063416,28299
0.005,,,28349
,7,0.5348896384239197,28349
0.005,,,28399
,7,0.26849400997161865,28399
0.005,,,28449
,7,0.3777732253074646,28449
0.005,,,28499
,7,0.30706968903541565,28499
0.005,,,28549
,7,0.28316977620124817,28549
0.005,,,28599
,7,0.13813206553459167,28599
0.005,,,28649
,7,0.0814199447631836,28649
0.005,,,28699
,7,0.11031678318977356,28699
0.005,,,28749
,7,0.3312315046787262,28749
0.005,,,28799
,7,0.25738710165023804,28799
0.005,,,28849
,7,0.11749333888292313,28849
0.005,,,28899
,7,0.524740993976593,28899
0.005,,,28949
,7,0.5677685737609863,28949
0.005,,,28999
,7,0.2170531153678894,28999
0.005,,,29049
,7,0.44816964864730835,29049
0.005,,,29099
,7,0.36551380157470703,29099
0.005,,,29149
,7,0.06255189329385757,29149
0.005,,,29199
,7,0.33856329321861267,29199
0.005,,,29249
