step,epoch,train_loss,lr-SGD,test_acc,test_loss
2749,,,0.005,,
2749,0,0.40388792753219604,,,
2799,,,0.005,,
2799,0,0.40852808952331543,,,
2849,,,0.005,,
2849,0,0.6090889573097229,,,
2899,,,0.005,,
2899,0,0.2170664668083191,,,
2949,,,0.005,,
2949,0,0.506280779838562,,,
2999,,,0.005,,
2999,0,0.582777738571167,,,
3049,,,0.005,,
3049,0,0.5856863260269165,,,
3099,,,0.005,,
3099,0,0.14870217442512512,,,
3149,,,0.005,,
3149,0,0.25785526633262634,,,
3199,,,0.005,,
3199,0,0.31224772334098816,,,
3249,,,0.005,,
3249,0,0.2292228788137436,,,
3299,,,0.005,,
3299,0,0.48988014459609985,,,
3349,,,0.005,,
3349,0,0.26116931438446045,,,
3399,,,0.005,,
3399,0,0.10754170268774033,,,
3449,,,0.005,,
3449,0,0.5798671841621399,,,
3499,,,0.005,,
3499,0,0.19714978337287903,,,
3549,,,0.005,,
3549,0,0.17377541959285736,,,
3599,,,0.005,,
3599,0,0.18541300296783447,,,
3649,,,0.005,,
3649,0,0.30136463046073914,,,
3699,,,0.005,,
3699,0,0.9168756008148193,,,
3749,,,0.005,,
3749,0,0.15681326389312744,,,
3799,,,0.005,,
3799,1,0.26194989681243896,,,
3849,,,0.005,,
3849,1,0.550816535949707,,,
3899,,,0.005,,
3899,1,0.4871731102466583,,,
3949,,,0.005,,
3949,1,0.17338719964027405,,,
3999,,,0.005,,
3999,1,0.28128379583358765,,,
4049,,,0.005,,
4049,1,0.2504004240036011,,,
4099,,,0.005,,
4099,1,0.3961179256439209,,,
4149,,,0.005,,
4149,1,0.27454471588134766,,,
4199,,,0.005,,
4199,1,0.4414542019367218,,,
4249,,,0.005,,
4249,1,0.16975823044776917,,,
4299,,,0.005,,
4299,1,0.261960506439209,,,
4349,,,0.005,,
4349,1,0.142806276679039,,,
4399,,,0.005,,
4399,1,0.1984514445066452,,,
4449,,,0.005,,
4449,1,0.24681247770786285,,,
4499,,,0.005,,
4499,1,0.577782154083252,,,
4549,,,0.005,,
4549,1,0.49812158942222595,,,
4599,,,0.005,,
4599,1,0.19837617874145508,,,
4649,,,0.005,,
4649,1,0.15507778525352478,,,
4699,,,0.005,,
4699,1,0.3636912405490875,,,
4749,,,0.005,,
4749,1,0.13082779943943024,,,
4799,,,0.005,,
4799,1,0.7530413866043091,,,
4849,,,0.005,,
4849,1,0.17035193741321564,,,
4899,,,0.005,,
4899,1,1.0016628503799438,,,
4949,,,0.005,,
4949,1,0.059755682945251465,,,
4999,,,0.005,,
4999,1,0.3053685426712036,,,
5049,,,0.005,,
5049,1,0.3515724539756775,,,
5099,,,0.005,,
5099,1,0.10459044575691223,,,
5149,,,0.005,,
5149,1,0.16273143887519836,,,
5199,,,0.005,,
5199,1,0.3022570013999939,,,
5249,,,0.005,,
5249,1,0.23785217106342316,,,
5299,,,0.005,,
5299,1,0.05769224837422371,,,
5349,,,0.005,,
5349,1,0.3924466073513031,,,
5399,,,0.005,,
5399,1,0.32659387588500977,,,
5449,,,0.005,,
5449,1,0.3284969925880432,,,
5499,,,0.005,,
5499,1,0.2560788691043854,,,
5549,,,0.005,,
5549,1,0.5450679659843445,,,
5599,,,0.005,,
5599,1,0.7234010100364685,,,
5649,,,0.005,,
5649,1,0.12415876239538193,,,
5699,,,0.005,,
5699,1,0.23075327277183533,,,
5749,,,0.005,,
5749,1,0.21012750267982483,,,
5799,,,0.005,,
5799,1,0.6058201193809509,,,
5849,,,0.005,,
5849,1,0.6591106057167053,,,
5899,,,0.005,,
5899,1,0.29639333486557007,,,
5949,,,0.005,,
5949,1,0.47977855801582336,,,
5999,,,0.005,,
5999,1,0.3635295033454895,,,
6049,,,0.005,,
6049,1,0.29001250863075256,,,
6099,,,0.005,,
6099,1,0.26115095615386963,,,
6149,,,0.005,,
6149,1,0.096922367811203,,,
6199,,,0.005,,
6199,1,0.2985059916973114,,,
6249,,,0.005,,
6249,1,0.5664358735084534,,,
6299,,,0.005,,
6299,1,0.3830001950263977,,,
6349,,,0.005,,
6349,1,0.21709978580474854,,,
6399,,,0.005,,
6399,1,0.6002492308616638,,,
6449,,,0.005,,
6449,1,0.7087665796279907,,,
6499,,,0.005,,
6499,1,0.5256375074386597,,,
6549,,,0.005,,
6549,1,0.39614149928092957,,,
6599,,,0.005,,
6599,1,0.43017256259918213,,,
6649,,,0.005,,
6649,1,0.05300097540020943,,,
6699,,,0.005,,
6699,1,0.4903338551521301,,,
6749,,,0.005,,
6749,1,0.4163225591182709,,,
6799,,,0.005,,
6799,1,0.6046446561813354,,,
6849,,,0.005,,
6849,1,0.11297143995761871,,,
6899,,,0.005,,
6899,1,0.17622709274291992,,,
6949,,,0.005,,
6949,1,0.2882038354873657,,,
6999,,,0.005,,
6999,1,0.17943862080574036,,,
7049,,,0.005,,
7049,1,0.37942594289779663,,,
7099,,,0.005,,
7099,1,0.18809475004673004,,,
7149,,,0.005,,
7149,1,0.07754993438720703,,,
7199,,,0.005,,
7199,1,0.5854973793029785,,,
7249,,,0.005,,
7249,1,0.12036816030740738,,,
7299,,,0.005,,
7299,1,0.13172169029712677,,,
7349,,,0.005,,
7349,1,0.1608964204788208,,,
7399,,,0.005,,
7399,1,0.2880963385105133,,,
7449,,,0.005,,
7449,1,0.837126612663269,,,
7499,,,0.005,,
7499,1,0.14965684711933136,,,
7549,,,0.005,,
7549,2,0.23931968212127686,,,
7599,,,0.005,,
7599,2,0.38637807965278625,,,
7649,,,0.005,,
7649,2,0.5189935564994812,,,
7699,,,0.005,,
7699,2,0.12649598717689514,,,
7749,,,0.005,,
7749,2,0.21759255230426788,,,
7799,,,0.005,,
7799,2,0.2305084764957428,,,
7849,,,0.005,,
7849,2,0.310770720243454,,,
7899,,,0.005,,
7899,2,0.19889894127845764,,,
7949,,,0.005,,
7949,2,0.40554624795913696,,,
7999,,,0.005,,
7999,2,0.13252855837345123,,,
8049,,,0.005,,
8049,2,0.2356584668159485,,,
8099,,,0.005,,
8099,2,0.15324237942695618,,,
8149,,,0.005,,
8149,2,0.15271715819835663,,,
8199,,,0.005,,
8199,2,0.12673267722129822,,,
8249,,,0.005,,
8249,2,0.4246625602245331,,,
8299,,,0.005,,
8299,2,0.3447684049606323,,,
8349,,,0.005,,
8349,2,0.2607309818267822,,,
8399,,,0.005,,
8399,2,0.06391806155443192,,,
8449,,,0.005,,
8449,2,0.27463820576667786,,,
8499,,,0.005,,
8499,2,0.08308383077383041,,,
8549,,,0.005,,
8549,2,0.563325047492981,,,
8599,,,0.005,,
8599,2,0.15899161994457245,,,
8649,,,0.005,,
8649,2,0.9020247459411621,,,
8699,,,0.005,,
8699,2,0.053920477628707886,,,
8749,,,0.005,,
8749,2,0.2769019901752472,,,
8799,,,0.005,,
8799,2,0.3224983215332031,,,
8849,,,0.005,,
8849,2,0.0551069937646389,,,
8899,,,0.005,,
8899,2,0.15649276971817017,,,
8949,,,0.005,,
8949,2,0.323887437582016,,,
8999,,,0.005,,
8999,2,0.20071165263652802,,,
9049,,,0.005,,
9049,2,0.027037259191274643,,,
9099,,,0.005,,
9099,2,0.1941545009613037,,,
9149,,,0.005,,
9149,2,0.3092665374279022,,,
9199,,,0.005,,
9199,2,0.2103506624698639,,,
9249,,,0.005,,
9249,2,0.26674190163612366,,,
9299,,,0.005,,
9299,2,0.43195652961730957,,,
9349,,,0.005,,
9349,2,0.6805315613746643,,,
9399,,,0.005,,
9399,2,0.08338616043329239,,,
9449,,,0.005,,
9449,2,0.19252973794937134,,,
9499,,,0.005,,
9499,2,0.21114671230316162,,,
9549,,,0.005,,
9549,2,0.5518985986709595,,,
9599,,,0.005,,
9599,2,0.6331003904342651,,,
9649,,,0.005,,
9649,2,0.32346469163894653,,,
9699,,,0.005,,
9699,2,0.4232249855995178,,,
9749,,,0.005,,
9749,2,0.3374690115451813,,,
9799,,,0.005,,
9799,2,0.2889517545700073,,,
9849,,,0.005,,
9849,2,0.1255878210067749,,,
9899,,,0.005,,
9899,2,0.09525039792060852,,,
9949,,,0.005,,
9949,2,0.27113980054855347,,,
9999,,,0.005,,
9999,2,0.5082936882972717,,,
10049,,,0.005,,
10049,2,0.3479469418525696,,,
10099,,,0.005,,
10099,2,0.200142964720726,,,
10149,,,0.005,,
10149,2,0.5568392276763916,,,
10199,,,0.005,,
10199,2,0.5731217861175537,,,
10249,,,0.005,,
10249,2,0.355068564414978,,,
10299,,,0.005,,
10299,2,0.3520098030567169,,,
10349,,,0.005,,
10349,2,0.5343254208564758,,,
10399,,,0.005,,
10399,2,0.07811269909143448,,,
10449,,,0.005,,
10449,2,0.4017207622528076,,,
10499,,,0.005,,
10499,2,0.3861829936504364,,,
10549,,,0.005,,
10549,2,0.596961498260498,,,
10599,,,0.005,,
10599,2,0.1474938690662384,,,
10649,,,0.005,,
10649,2,0.15851059556007385,,,
10699,,,0.005,,
10699,2,0.29800868034362793,,,
10749,,,0.005,,
10749,2,0.16514921188354492,,,
10799,,,0.005,,
10799,2,0.3159165382385254,,,
10849,,,0.005,,
10849,2,0.15649788081645966,,,
10899,,,0.005,,
10899,2,0.06447434425354004,,,
10949,,,0.005,,
10949,2,0.5006942749023438,,,
10999,,,0.005,,
10999,2,0.12300969660282135,,,
11049,,,0.005,,
11049,2,0.1299685835838318,,,
11099,,,0.005,,
11099,2,0.1447504609823227,,,
11149,,,0.005,,
11149,2,0.23323611915111542,,,
11199,,,0.005,,
11199,2,0.7307857275009155,,,
11249,,,0.005,,
11249,2,0.11489961296319962,,,
11299,,,0.005,,
11299,3,0.24687927961349487,,,
11349,,,0.005,,
11349,3,0.30047735571861267,,,
11399,,,0.005,,
11399,3,0.4880276620388031,,,
11449,,,0.005,,
11449,3,0.11429654806852341,,,
11499,,,0.005,,
11499,3,0.15703104436397552,,,
11549,,,0.005,,
11549,3,0.16478899121284485,,,
11599,,,0.005,,
11599,3,0.2812943160533905,,,
11649,,,0.005,,
11649,3,0.1417091190814972,,,
11699,,,0.005,,
11699,3,0.3888693153858185,,,
11749,,,0.005,,
11749,3,0.13501118123531342,,,
11799,,,0.005,,
11799,3,0.2332925945520401,,,
11849,,,0.005,,
11849,3,0.15007252991199493,,,
11899,,,0.005,,
11899,3,0.13549789786338806,,,
11949,,,0.005,,
11949,3,0.07142231613397598,,,
11999,,,0.005,,
11999,3,0.3294787108898163,,,
12049,,,0.005,,
12049,3,0.24776044487953186,,,
12099,,,0.005,,
12099,3,0.23911121487617493,,,
12149,,,0.005,,
12149,3,0.049545709043741226,,,
12199,,,0.005,,
12199,3,0.2688474655151367,,,
12249,,,0.005,,
12249,3,0.06024995818734169,,,
12299,,,0.005,,
12299,3,0.5230165719985962,,,
12349,,,0.005,,
12349,3,0.11103282123804092,,,
12399,,,0.005,,
12399,3,0.9419191479682922,,,
12449,,,0.005,,
12449,3,0.06277471035718918,,,
12499,,,0.005,,
12499,3,0.23375391960144043,,,
12549,,,0.005,,
12549,3,0.2577119469642639,,,
12599,,,0.005,,
12599,3,0.03967197239398956,,,
12649,,,0.005,,
12649,3,0.09887934476137161,,,
12699,,,0.005,,
12699,3,0.37160804867744446,,,
12749,,,0.005,,
12749,3,0.20445165038108826,,,
12799,,,0.005,,
12799,3,0.03853859752416611,,,
12849,,,0.005,,
12849,3,0.16190165281295776,,,
12899,,,0.005,,
12899,3,0.32457152009010315,,,
12949,,,0.005,,
12949,3,0.22677357494831085,,,
12999,,,0.005,,
12999,3,0.22760508954524994,,,
13049,,,0.005,,
13049,3,0.41692274808883667,,,
13099,,,0.005,,
13099,3,0.5405429601669312,,,
13149,,,0.005,,
13149,3,0.09066125005483627,,,
13199,,,0.005,,
13199,3,0.2156030833721161,,,
13249,,,0.005,,
13249,3,0.19843438267707825,,,
13299,,,0.005,,
13299,3,0.46642234921455383,,,
13349,,,0.005,,
13349,3,0.6632763147354126,,,
13399,,,0.005,,
13399,3,0.29052338004112244,,,
13449,,,0.005,,
13449,3,0.32631221413612366,,,
13499,,,0.005,,
13499,3,0.35152143239974976,,,
13549,,,0.005,,
13549,3,0.2642330527305603,,,
13599,,,0.005,,
13599,3,0.10845009982585907,,,
13649,,,0.005,,
13649,3,0.07367002218961716,,,
13699,,,0.005,,
13699,3,0.2656412124633789,,,
13749,,,0.005,,
13749,3,0.4657440781593323,,,
13799,,,0.005,,
13799,3,0.2992278039455414,,,
13849,,,0.005,,
13849,3,0.1708579659461975,,,
13899,,,0.005,,
13899,3,0.5479615926742554,,,
13949,,,0.005,,
13949,3,0.5662527680397034,,,
13999,,,0.005,,
13999,3,0.2930537462234497,,,
14049,,,0.005,,
14049,3,0.44650959968566895,,,
14099,,,0.005,,
14099,3,0.4770917296409607,,,
14149,,,0.005,,
14149,3,0.052995942533016205,,,
14199,,,0.005,,
14199,3,0.38121700286865234,,,
14249,,,0.005,,
14249,3,0.3590173125267029,,,
14299,,,0.005,,
14299,3,0.5796456933021545,,,
14349,,,0.005,,
14349,3,0.18017573654651642,,,
14399,,,0.005,,
14399,3,0.1412860006093979,,,
14449,,,0.005,,
14449,3,0.24502263963222504,,,
14499,,,0.005,,
14499,3,0.13112185895442963,,,
14549,,,0.005,,
14549,3,0.3008858859539032,,,
14599,,,0.005,,
14599,3,0.16720817983150482,,,
14649,,,0.005,,
14649,3,0.06736147403717041,,,
14699,,,0.005,,
14699,3,0.5716180801391602,,,
14749,,,0.005,,
14749,3,0.13082385063171387,,,
14799,,,0.005,,
14799,3,0.127732515335083,,,
14849,,,0.005,,
14849,3,0.13600678741931915,,,
14899,,,0.005,,
14899,3,0.19337871670722961,,,
14949,,,0.005,,
14949,3,0.6360818147659302,,,
14999,,,0.005,,
14999,3,0.10622168332338333,,,
15049,,,0.005,,
15049,4,0.18107078969478607,,,
15099,,,0.005,,
15099,4,0.3113941252231598,,,
15149,,,0.005,,
15149,4,0.45457184314727783,,,
15199,,,0.005,,
15199,4,0.11272890865802765,,,
15249,,,0.005,,
15249,4,0.1881098449230194,,,
15299,,,0.005,,
15299,4,0.1633930802345276,,,
15349,,,0.005,,
15349,4,0.2819383144378662,,,
15399,,,0.005,,
15399,4,0.07919231057167053,,,
15449,,,0.005,,
15449,4,0.3704732060432434,,,
15499,,,0.005,,
15499,4,0.13196714222431183,,,
15549,,,0.005,,
15549,4,0.16270621120929718,,,
15599,,,0.005,,
15599,4,0.13055473566055298,,,
15649,,,0.005,,
15649,4,0.1323058307170868,,,
15699,,,0.005,,
15699,4,0.08816545456647873,,,
15749,,,0.005,,
15749,4,0.2265324741601944,,,
15799,,,0.005,,
15799,4,0.29086536169052124,,,
15849,,,0.005,,
15849,4,0.2521170377731323,,,
15899,,,0.005,,
15899,4,0.048612795770168304,,,
15949,,,0.005,,
15949,4,0.23900966346263885,,,
15999,,,0.005,,
15999,4,0.04391667991876602,,,
16049,,,0.005,,
16049,4,0.39341598749160767,,,
16099,,,0.005,,
16099,4,0.14735956490039825,,,
16149,,,0.005,,
16149,4,0.8030083775520325,,,
16199,,,0.005,,
16199,4,0.07632271945476532,,,
16249,,,0.005,,
16249,4,0.25040850043296814,,,
16299,,,0.005,,
16299,4,0.23078618943691254,,,
16349,,,0.005,,
16349,4,0.02764543704688549,,,
16399,,,0.005,,
16399,4,0.11227886378765106,,,
16449,,,0.005,,
16449,4,0.22648313641548157,,,
16499,,,0.005,,
16499,4,0.20286431908607483,,,
16549,,,0.005,,
16549,4,0.023132404312491417,,,
16599,,,0.005,,
16599,4,0.16600438952445984,,,
16649,,,0.005,,
16649,4,0.2981688976287842,,,
16699,,,0.005,,
16699,4,0.14325246214866638,,,
16749,,,0.005,,
16749,4,0.16580387949943542,,,
16799,,,0.005,,
16799,4,0.4345678985118866,,,
16849,,,0.005,,
16849,4,0.5641456246376038,,,
16899,,,0.005,,
16899,4,0.09813117235898972,,,
16949,,,0.005,,
16949,4,0.19115567207336426,,,
16999,,,0.005,,
16999,4,0.1341155767440796,,,
17049,,,0.005,,
17049,4,0.5233669281005859,,,
17099,,,0.005,,
17099,4,0.6196199655532837,,,
17149,,,0.005,,
17149,4,0.33249783515930176,,,
17199,,,0.005,,
17199,4,0.22989599406719208,,,
17249,,,0.005,,
17249,4,0.380755752325058,,,
17299,,,0.005,,
17299,4,0.27893948554992676,,,
17349,,,0.005,,
17349,4,0.09156280755996704,,,
17399,,,0.005,,
17399,4,0.06933840364217758,,,
17449,,,0.005,,
17449,4,0.28315478563308716,,,
17499,,,0.005,,
17499,4,0.4749963879585266,,,
17549,,,0.005,,
17549,4,0.2757246494293213,,,
17599,,,0.005,,
17599,4,0.1482657790184021,,,
17649,,,0.005,,
17649,4,0.5068631768226624,,,
17699,,,0.005,,
17699,4,0.5406033396720886,,,
17749,,,0.005,,
17749,4,0.3546023368835449,,,
17799,,,0.005,,
17799,4,0.3829343318939209,,,
17849,,,0.005,,
17849,4,0.42547401785850525,,,
17899,,,0.005,,
17899,4,0.037175942212343216,,,
17949,,,0.005,,
17949,4,0.42068183422088623,,,
17999,,,0.005,,
17999,4,0.33654695749282837,,,
18049,,,0.005,,
18049,4,0.5240510702133179,,,
18099,,,0.005,,
18099,4,0.17665831744670868,,,
18149,,,0.005,,
18149,4,0.13761161267757416,,,
18199,,,0.005,,
18199,4,0.19137001037597656,,,
18249,,,0.005,,
18249,4,0.10811834037303925,,,
18299,,,0.005,,
18299,4,0.3217565417289734,,,
18349,,,0.005,,
18349,4,0.1263086497783661,,,
18399,,,0.005,,
18399,4,0.045891087502241135,,,
18449,,,0.005,,
18449,4,0.5267853736877441,,,
18499,,,0.005,,
18499,4,0.09994281083345413,,,
18549,,,0.005,,
18549,4,0.04681260883808136,,,
18599,,,0.005,,
18599,4,0.15471184253692627,,,
18649,,,0.005,,
18649,4,0.13581882417201996,,,
18699,,,0.005,,
18699,4,0.599052369594574,,,
18749,,,0.005,,
18749,4,0.08143024891614914,,,
18750,5,,,0.8925999999046326,0.3024055063724518
